,보호소이름,상세주소,주소,위도,경도
261,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,경기도 양주시 남면 감악산로 63-37  ,0.0,0.0
262,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,경기도 양주시 남면 감악산로 63-37  ,0.0,0.0
263,한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,0.0,0.0
264,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,경기도 양주시 남면 감악산로 63-37 ,0.0,0.0
265,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,경기도 양주시 남면 감악산로 63-37 ,0.0,0.0
266,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,경기도 양주시 남면 감악산로 63-37 ,0.0,0.0
267,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,경기도 양주시 남면 감악산로 63-37 ,0.0,0.0
268,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,경기도 양주시 남면 감악산로 63-37 ,0.0,0.0
269,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,경기도 양주시 남면 감악산로 63-37 ,0.0,0.0
270,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,경기도 양주시 남면 감악산로 63-37 ,0.0,0.0
271,광주 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,0.0,0.0
272,대구유기동물보호협회,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 동구 금강로 151-13 (금강동) ,0.0,0.0
273,한국동물구조관리협회,경기도 양주시 남면 상수리 410-1,경기도 양주시 남면 상수리 410-1,0.0,0.0
274,한국동물구조관리협회,경기도 양주시 남면 상수리 410-1,경기도 양주시 남면 상수리 410-1,0.0,0.0
275,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시 남면 감악산로 63-37 (남면) ,0.0,0.0
276,세종유기동물보호센터,세종특별자치시  전동면 미륵당1길 188 (전동면) ,세종특별자치시  전동면 미륵당1길 188 (전동면) ,0.0,0.0
277,세종유기동물보호센터,세종특별자치시  전동면 미륵당1길 188 (전동면) ,세종특별자치시  전동면 미륵당1길 188 (전동면) ,0.0,0.0
278,태민동물병원,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원","경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",0.0,0.0
279,거창유기동물보호센터,경상남도 거창군 남상면 수남로 1934-12  ,경상남도 거창군 남상면 수남로 1934-12  ,35.62066,127.88759
280,거창유기동물보호센터,경상남도 거창군 남상면 수남로 1934-12  ,경상남도 거창군 남상면 수남로 1934-12  ,35.62066,127.88759
281,거창유기동물보호센터,경상남도 거창군 남상면 수남로 1934-12  ,경상남도 거창군 남상면 수남로 1934-12  ,35.62066,127.88759
282,거창유기동물보호센터,경상남도 거창군 남상면 수남로 1934-12  ,경상남도 거창군 남상면 수남로 1934-12  ,35.62066,127.88759
283,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
284,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
285,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
286,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
287,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
288,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
289,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
290,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
291,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
292,하동군유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,0.0,0.0
293,의령군 동물보호센터,경상남도 의령군 의령읍 남강로 485-75  ,경상남도 의령군 의령읍 남강로 485-75  ,0.0,0.0
294,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,0.0,0.0
295,사천시 동물보호센터,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,0.0,0.0
296,진해유기동물보호소,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,0.0,0.0
297,진해유기동물보호소,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,0.0,0.0
298,진해유기동물보호소,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,0.0,0.0
299,진해유기동물보호소,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,0.0,0.0
300,진주시동물보호센터,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",0.0,0.0
301,마산유기동물보호소,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,0.0,0.0
302,마산유기동물보호소,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,0.0,0.0
303,마산유기동물보호소,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,0.0,0.0
304,마산유기동물보호소,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,0.0,0.0
305,마산유기동물보호소,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,0.0,0.0
306,예천군유기동물보호소,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ","경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ",0.0,0.0
307,예천군유기동물보호소,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ","경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ",0.0,0.0
308,예천군유기동물보호소,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ","경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ",0.0,0.0
309,예천군유기동물보호소,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ","경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ",0.0,0.0
310,예천군유기동물보호소,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ","경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ",0.0,0.0
311,고령군 임시보호소,경상북도 고령군 운수면 하법길 37 (운수면) ,경상북도 고령군 운수면 하법길 37 (운수면) ,0.0,0.0
312,영천유기동물보호센터,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터) ","경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터) ",0.0,0.0
313,구미시 동물보호센터,경상북도 구미시 해평면 낙동대로 2206  ,경상북도 구미시 해평면 낙동대로 2206  ,36.2254166,128.3621271
314,반려동물 입양센터,경상북도 구미시 인동22길 43-4 (진평동) ,경상북도 구미시 인동22길 43-4 (진평동) ,0.0,0.0
315,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
316,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
317,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
318,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
319,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
320,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
321,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
322,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
323,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
324,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,0.0,0.0
325,학교동물임시보호센터,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,0.0,0.0
326,학교동물임시보호센터,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,0.0,0.0
327,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,0.0,0.0
328,장흥군 동물보호센터,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소","전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",0.0,0.0
329,담양군 동물보호센터,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,0.0,0.0
330,담양군 동물보호센터,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,0.0,0.0
331,담양군 동물보호센터,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,0.0,0.0
332,담양군 동물보호센터,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,0.0,0.0
333,담양군 동물보호센터,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,0.0,0.0
334,담양군 동물보호센터,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,0.0,0.0
335,담양군 동물보호센터,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,0.0,0.0
336,나주유기동물보호센터,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,0.0,0.0
337,나주유기동물보호센터,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,0.0,0.0
338,순천시유기동물보호소,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소","전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",0.0,0.0
339,목포시유기동물보호소,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도 무안군 삼향읍 석매길 21-3  ,0.0,0.0
340,희망동물보호소,전라북도 고창군 무장면 신촌농장길 98  ,전라북도 고창군 무장면 신촌농장길 98  ,0.0,0.0
341,희망동물보호소,전라북도 고창군 무장면 신촌농장길 98  ,전라북도 고창군 무장면 신촌농장길 98  ,0.0,0.0
342,희망동물보호소,전라북도 고창군 무장면 신촌농장길 98  ,전라북도 고창군 무장면 신촌농장길 98  ,0.0,0.0
343,희망동물보호소,전라북도 고창군 무장면 신촌농장길 98  ,전라북도 고창군 무장면 신촌농장길 98  ,0.0,0.0
344,희망동물보호소,전라북도 고창군 무장면 신촌농장길 98  ,전라북도 고창군 무장면 신촌농장길 98  ,0.0,0.0
345,희망동물보호소,전라북도 고창군 무장면 신촌농장길 98  ,전라북도 고창군 무장면 신촌농장길 98  ,0.0,0.0
346,전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,0.0,0.0
347,전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,0.0,0.0
348,전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,0.0,0.0
349,전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,0.0,0.0
350,청원동물병원,전북특별자치도 남원시 죽항동 278번지,전북특별자치도 남원시 죽항동 278번지,0.0,0.0
351,정읍시 동물보호소,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,0.0,0.0
352,군산유기동물보호센터,전라북도 군산시 대야면 보덕안정길 108-20  ,전라북도 군산시 대야면 보덕안정길 108-20  ,0.0,0.0
353,프렌즈동물병원,전라북도 전주시 완산구 삼천동1가 592-1,전라북도 전주시 완산구 삼천동1가 592-1,35.7975799,127.1220233
354,효자동물병원,전라북도 전주시 완산구 백제대로 121 (효자동1가) ,전라북도 전주시 완산구 백제대로 121 (효자동1가) ,0.0,0.0
355,사랑플러스동물병원,전북특별자치도 전주시 덕진구 쪽구름2길 8 (여의동2가) 1층,전북특별자치도 전주시 덕진구 쪽구름2길 8 (여의동2가) 1층,0.0,0.0
356,사랑플러스동물병원,전북특별자치도 전주시 덕진구 쪽구름2길 8 (여의동2가) 1층,전북특별자치도 전주시 덕진구 쪽구름2길 8 (여의동2가) 1층,0.0,0.0
357,행복한동물병원,전라북도 전주시 덕진구 인후동1가 806-6,전라북도 전주시 덕진구 인후동1가 806-6,35.8322098,127.1597146
358,행복한동물병원,전라북도 전주시 덕진구 인후동1가 806-6,전라북도 전주시 덕진구 인후동1가 806-6,35.8322098,127.1597146
359,행복한동물병원,전라북도 전주시 덕진구 인후동1가 806-6,전라북도 전주시 덕진구 인후동1가 806-6,35.8322098,127.1597146
360,당진시동물보호소,충청남도 당진시 고대면 연동로 30-6 (고대면) ,충청남도 당진시 고대면 연동로 30-6 (고대면) ,0.0,0.0
361,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
362,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
363,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
364,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
365,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
366,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
367,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
368,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
369,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
370,최동물병원,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군 태안읍 남문리 504-6,36.752995,126.30594302785889
371,서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시 인지면 무학재1길 99  ,0.0,0.0
372,서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시 인지면 무학재1길 99  ,0.0,0.0
373,서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시 인지면 무학재1길 99  ,0.0,0.0
374,서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시 인지면 무학재1길 99  ,0.0,0.0
375,천안시 동물보호센터,"충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)","충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)",0.0,0.0
376,천안시 동물보호센터,"충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)","충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)",0.0,0.0
377,반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,0.0,0.0
378,금왕동물병원,충청북도 음성군 금왕읍 대금로 1498 (금왕읍) 금왕동물병원,충청북도 음성군 금왕읍 대금로 1498 (금왕읍) 금왕동물병원,0.0,0.0
379,괴산증평동물보호센터,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도 증평군 도안면 입장길 239 (도안면) ,0.0,0.0
380,증평 가정견 훈련소,충청북도 증평군 도안면 입장길 239  ,충청북도 증평군 도안면 입장길 239  ,0.0,0.0
381,더가까운동물병원,충청북도 보은군 보은읍 뱃들로 47  ,충청북도 보은군 보은읍 뱃들로 47  ,36.4859233,127.7251614
382,더가까운동물병원,충청북도 보은군 보은읍 뱃들로 47  ,충청북도 보은군 보은읍 뱃들로 47  ,36.4859233,127.7251614
383,충주시동물보호센터,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,0.0,0.0
384,유기견임시보호소,강원도 고성군 간성읍 꽃내마루길 53-49  ,강원도 고성군 간성읍 꽃내마루길 53-49  ,0.0,0.0
385,정선가축병원,강원도 정선군 정선읍 정선로 1321 (정선읍) ,강원도 정선군 정선읍 정선로 1321 (정선읍) ,37.363774,128.6046218
386,원주유기동물보호센터,강원도 원주시 호저면 칠봉로 110-6 ,강원도 원주시 호저면 칠봉로 110-6 ,37.4133886,127.9193008
387,원주유기동물보호센터,강원도 원주시 호저면 칠봉로 110-6 ,강원도 원주시 호저면 칠봉로 110-6 ,37.4133886,127.9193008
388,위더스 동물보호센터,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시 능서면 능서공원길 34 (능서면) ,0.0,0.0
389,위더스 동물보호센터,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시 능서면 능서공원길 34 (능서면) ,0.0,0.0
390,위더스 동물보호센터,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시 능서면 능서공원길 34 (능서면) ,0.0,0.0
391,위더스 동물보호센터,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시 능서면 능서공원길 34 (능서면) ,0.0,0.0
392,위더스 동물보호센터,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시 능서면 능서공원길 34 (능서면) ,0.0,0.0
393,위더스 동물보호센터,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시 능서면 능서공원길 34 (능서면) ,0.0,0.0
394,위더스 동물보호센터,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시 능서면 능서공원길 34 (능서면) ,0.0,0.0
395,위더스 동물보호센터,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시 능서면 능서공원길 34 (능서면) ,0.0,0.0
396,광주TNR동물병원초월,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,0.0,0.0
397,남양동물보호센터,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,0.0,0.0
398,이성준동물병원,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시 중앙로 431-1 (봉남동) ,0.0,0.0
399,이성준동물병원,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시 중앙로 431-1 (봉남동) ,0.0,0.0
400,이성준동물병원,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시 중앙로 431-1 (봉남동) ,0.0,0.0
401,이성준동물병원,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시 중앙로 431-1 (봉남동) ,0.0,0.0
402,위더스 동물보호센터,경기도 여주시 여양2로 40 (천송동) ,경기도 여주시 여양2로 40 (천송동) ,0.0,0.0
403,위더스 동물보호센터,경기도 여주시 여양2로 40 (천송동) ,경기도 여주시 여양2로 40 (천송동) ,0.0,0.0
404,위더스 동물보호센터,경기도 여주시 여양2로 40 (천송동) ,경기도 여주시 여양2로 40 (천송동) ,0.0,0.0
405,위더스 동물보호센터,경기도 여주시 여양2로 40 (천송동) ,경기도 여주시 여양2로 40 (천송동) ,0.0,0.0
406,위더스 동물보호센터,경기도 여주시 여양2로 40 (천송동) ,경기도 여주시 여양2로 40 (천송동) ,0.0,0.0
407,용인시 동물보호센터,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,0.0,0.0
408,시흥동물누리보호센터,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시 뒷방울길 218 (정왕동) ,0.0,0.0
409,시흥동물누리보호센터,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시 뒷방울길 218 (정왕동) ,0.0,0.0
410,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터","경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",0.0,0.0
411,한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,0.0,0.0
412,한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,0.0,0.0
413,한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,0.0,0.0
414,평택시유기동물보호소,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시 진위면 야막길 108-86 (진위면) ,0.0,0.0
415,평택시유기동물보호소,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시 진위면 야막길 108-86 (진위면) ,0.0,0.0
416,평택시유기동물보호소,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시 진위면 야막길 108-86 (진위면) ,0.0,0.0
417,평택시유기동물보호소,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시 진위면 야막길 108-86 (진위면) ,0.0,0.0
418,평택시유기동물보호소,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시 진위면 야막길 108-86 (진위면) ,0.0,0.0
419,평택시유기동물보호소,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시 진위면 야막길 108-86 (진위면) ,0.0,0.0
420,평택시유기동물보호소,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시 진위면 야막길 108-86 (진위면) ,0.0,0.0
421,평택시유기동물보호소,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시 진위면 야막길 108-86 (진위면) ,0.0,0.0
422,평택시유기동물보호소,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시 진위면 야막길 108-86 (진위면) ,0.0,0.0
423,광명반함센터,경기도 광명시 오리로854번길 10 (철산동) 지하1층,경기도 광명시 오리로854번길 10 (철산동) 지하1층,0.0,0.0
424,부천시수의사회,경기도 부천시 원미구 중동로 100 (중동) 아이파크 상가동 213호,경기도 부천시 원미구 중동로 100 (중동) 아이파크 상가동 213호,0.0,0.0
425,부천시수의사회,경기도 부천시 원미구 중동로 100 (중동) 아이파크 상가동 213호,경기도 부천시 원미구 중동로 100 (중동) 아이파크 상가동 213호,0.0,0.0
426,24시아이동물메디컬,경기도 부천시 오정구 소사로 779 (원종동) 201호,경기도 부천시 오정구 소사로 779 (원종동) 201호,0.0,0.0
427,수원시 동물보호센터,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10","경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",0.0,0.0
428,광주 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,0.0,0.0
429,광주 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,0.0,0.0
430,광주 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,0.0,0.0
431,광주 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,0.0,0.0
